X,system
-8.0,1.0
-7.9,1.0
-7.800000000000001,1.0
-7.700000000000001,1.0
-7.600000000000001,1.0
-7.500000000000002,1.0
-7.400000000000002,1.0
-7.3000000000000025,1.0
-7.200000000000003,1.0
-7.100000000000003,1.0
-7.0000000000000036,1.0
-6.900000000000004,1.0
-6.800000000000004,1.0
-6.700000000000005,1.0
-6.600000000000005,1.0
-6.500000000000005,1.0
-6.400000000000006,1.0
-6.300000000000006,1.0
-6.200000000000006,1.0
-6.100000000000007,1.0
-6.000000000000007,1.0
-5.9000000000000075,1.0
-5.800000000000008,1.0
-5.700000000000008,1.0
-5.6000000000000085,1.0
-5.500000000000009,1.0
-5.400000000000009,1.0
-5.30000000000001,1.0
-5.20000000000001,1.0
-5.10000000000001,1.0
-5.000000000000011,1.0
-4.900000000000011,1.0
-4.800000000000011,1.0
-4.700000000000012,1.0
-4.600000000000012,1.0
-4.500000000000012,1.0
-4.400000000000013,1.0
-4.300000000000013,1.0
-4.2000000000000135,1.0
-4.100000000000014,1.0
-4.000000000000014,1.0
-3.900000000000014,1.0
-3.800000000000014,1.0
-3.700000000000014,1.0
-3.600000000000014,1.0
-3.5000000000000138,1.0
-3.4000000000000137,1.0
-3.3000000000000136,1.0
-3.2000000000000135,1.0
-3.1000000000000134,1.0
-3.0000000000000133,1.0
-2.9000000000000132,1.0
-2.800000000000013,1.0
-2.700000000000013,1.0
-2.600000000000013,1.0
-2.500000000000013,1.0
-2.400000000000013,1.0
-2.3000000000000127,1.0
-2.2000000000000126,1.0
-2.1000000000000125,1.0
-2.0000000000000124,1.0
-1.9000000000000123,1.0
-1.8000000000000123,1.0
-1.7000000000000122,1.0
-1.600000000000012,1.0
-1.500000000000012,1.0
-1.400000000000012,1.0
-1.3000000000000118,1.0
-1.2000000000000117,1.0
-1.1000000000000116,1.0
-1.0000000000000115,1.0
-0.9000000000000116,1.0
-0.8000000000000116,1.0
-0.7000000000000116,1.0
-0.6000000000000116,1.0
-0.5000000000000117,1.0
-0.4000000000000117,1.0
-0.3000000000000117,1.0
-0.2000000000000117,1.0
-0.10000000000001169,1.0
-1.1685097334179773E-14,1.0
0.09999999999998832,0.47798729740323603
0.19999999999998833,-0.08416399336956291
0.29999999999998833,-0.27719534223553766
0.39999999999998836,-0.2494906754303622
0.49999999999998834,-0.15395198231831228
0.5999999999999883,-0.07511000984903786
0.6999999999999883,-0.02866919404390156
0.7999999999999883,-0.007486707175518771
0.8999999999999883,-8.13439233813677E-4
0.9999999999999882,-1.1438595901512429E-42
1.0999999999999883,6.03144776314057E-4
1.1999999999999884,0.004140667872819864
1.2999999999999885,0.011978639996379924
1.3999999999999886,0.024372151176511613
1.4999999999999887,0.04085057303372874
1.5999999999999888,0.060644021757483055
1.6999999999999889,0.08278774333852307
1.799999999999989,0.10621970534696971
1.899999999999989,0.13043461834192793
1.9999999999999891,0.15425501915039225
2.099999999999989,0.1771114317796984
2.199999999999989,0.19848495486003745
2.299999999999989,0.21795629465404417
2.3999999999999893,0.23521246037287202
2.4999999999999893,0.250030284105524
2.5999999999999894,0.2622927493602174
2.6999999999999895,0.2719616342519079
2.7999999999999896,0.27902172462511604
2.8999999999999897,0.28351877952272675
2.99999999999999,0.285596316780837
3.09999999999999,0.2853581815928249
3.19999999999999,0.2829494078613203
3.29999999999999,0.27857368646678193
3.39999999999999,0.27240330496372883
3.4999999999999902,0.264718276575804
3.5999999999999903,0.25558220450755115
3.6999999999999904,0.2452545728667146
3.7999999999999905,0.23375317038287285
3.8999999999999906,0.22157431312862677
3.9999999999999907,0.20877862352399776
4.099999999999991,0.19554376071079124
4.19999999999999,0.1820271687915196
4.29999999999999,0.16838404054967188
4.39999999999999,0.1547586728670111
4.499999999999989,0.1412838071589839
4.599999999999989,0.12807130596817717
4.699999999999989,0.11523804850513618
4.799999999999988,0.10287483949767823
4.899999999999988,0.09106359953641711
4.999999999999988,0.07989591507729707
5.099999999999987,0.0694002105053666
5.199999999999987,0.059635749509788345
5.2999999999999865,0.05063812382293531
5.399999999999986,0.04239289243633877
5.499999999999986,0.03497237807612497
5.599999999999985,0.028353801664247093
5.699999999999985,0.022570497551724307
5.799999999999985,0.017538582360775015
